City,Region,Year,Population,Avg_Income_USD,Num_Furniture_Stores,Market_Size_USD_Millions,CAGR_Percent,Wood_Share,Plastic_Share,Metal_Share,Wicker_Share,Fabric_Share,Online_Share,Offline_Share,Residential_Share,Commercial_Share,IKEA_Revenue_USD_M,Godrej_Revenue_USD_M,Pepperfry_Revenue_USD_M,UrbanLadder_Revenue_USD_M,Nilkamal_Revenue_USD_M,Lamps_Lighting_Revenue_USD_M,Kitchen_Dining_Revenue_USD_M,Home_Decor_Revenue_USD_M,Living_Room_Revenue_USD_M,Bedroom_Revenue_USD_M,Outdoor_Revenue_USD_M,Home_Office_Revenue_USD_M,Kids_Furniture_Revenue_USD_M,Latitude,Longitude,Sofas_Sold,DiningTables_Sold,HouseholdItems_Sold,DecorItems_Sold,HomeOffice_Sold,KidsFurniture_Sold,OutdoorFurniture_Sold,KitchenFurniture_Sold
Kohima,East India,2023,5026617,2704.46,265,26.17,9.38,68.06,13.19,5.18,2.9,10.67,21.7,78.3,69.66,30.34,5.96,1.01,4.91,5.19,2.14,1.79,3.63,3.52,6.39,3.5,3.13,2.59,1.61,25.6701,94.1077,738,612,2234,507,657,224,256,247
Indore,Central India,2018,2432597,3488.12,757,10.94,9.7,65.28,13.08,7.86,4.46,9.32,30.05,69.95,72.14,27.86,4.04,4.86,4.17,0.63,0,1.04,1.43,1.67,2.07,1.82,1.29,1,0.62,22.7196,75.8577,1134,506,1125,361,146,344,654,197
Indore,Central India,2019,2593646,3193.54,101,11.13,11.94,79.67,13.45,9.21,4.95,-7.28,16.47,83.53,56.01,43.99,5.32,4.07,4.85,3.73,3.73,0.71,1.36,1.56,2.63,1.98,1.52,0.87,0.5,22.7196,75.8577,526,1196,2190,1068,312,500,508,540
Indore,Central India,2020,23966597,1285.42,64,134.43,9.4,67.6,10.8,7.8,3.43,10.37,25.88,74.12,74.79,25.21,25.18,25.86,15.01,9.94,5.63,14.62,20.42,20.43,23.85,21.83,17.73,10.85,4.71,22.7196,75.8577,1767,1008,1497,1051,578,567,152,174
Indore,Central India,2021,20282472,1674.21,66,80.18,8.82,73.98,8.57,6.43,3.23,7.79,31.87,68.13,56.61,43.39,13.24,13.31,11.17,5.5,8.31,6.46,7.59,14.39,13.48,19.12,9.26,5.85,4.02,22.7196,75.8577,741,814,590,260,586,70,246,599
Indore,Central India,2022,13883408,2329.6,366,131.37,10.34,66.22,5.09,9.85,2.55,16.29,34.72,65.28,70.14,29.86,29.7,14.94,16.71,7.34,9.69,8.55,17.26,18.98,27.32,26.87,11.96,15.08,5.35,22.7196,75.8577,695,1164,2714,324,670,122,304,424
Indore,Central India,2023,24974341,2695.58,511,32.32,10,75.08,10.94,5.74,4.61,3.63,29.28,70.72,68.56,31.44,9.51,6.07,1.39,1.89,4.17,2.26,3.01,5.12,8.06,6.86,2.54,1.9,2.57,22.7196,75.8577,1027,234,706,1294,665,85,656,665
Imphal,East India,2018,17302748,3427.05,792,144.52,9.58,77.09,5.14,9.1,2.23,6.44,21.91,78.09,60.09,39.91,33.98,26.21,18.29,11.42,8.4,11.07,20.07,22.48,30.23,20.4,17.18,13.55,9.53,24.817,93.9368,1904,770,1588,1037,441,556,660,224
Imphal,East India,2019,7686354,2734.5,703,17.05,8.81,63.83,5.73,6.61,1.87,21.96,26.22,73.78,63.52,36.48,5.45,1.68,4,2.14,1.63,1.35,2.39,2.81,2.83,3.09,1.74,1.7,1.15,24.817,93.9368,383,389,2411,665,623,282,88,291
Imphal,East India,2020,19900390,2561.06,348,40.22,11.28,79.92,14.69,9.22,1.65,-5.48,27.23,72.77,63.98,36.02,7.72,3.05,3.38,1.46,4.86,3.76,3.85,4.59,10.09,6.85,5.01,2.73,3.33,24.817,93.9368,1938,512,1015,442,602,546,315,618
Imphal,East India,2021,12819284,2906.92,401,132.83,7.94,71.05,8.7,7.8,2.77,9.68,18.04,81.96,62.22,37.78,30.24,9.91,12.56,13.75,8.35,11.43,18.72,15.74,29.19,23.34,14.38,11.44,8.6,24.817,93.9368,1874,971,1680,1444,105,255,107,141
Imphal,East India,2022,7007180,2844.4,767,95.51,10.08,74.76,7.83,6.59,1.7,9.12,15.12,84.88,62.73,37.27,23.43,18.63,13.58,5.99,8.98,9.57,11.97,17.66,17.57,18.82,6.77,9.22,3.92,24.817,93.9368,1336,817,2292,672,243,475,106,406
Imphal,East India,2023,4977047,3124.61,397,119.27,6.99,65.66,5.07,6.37,3.46,19.44,33.34,66.66,74.11,25.89,27.3,25.34,6.43,6.46,8.03,12.09,15.38,14.65,25.57,23.86,12.19,6.71,8.82,24.817,93.9368,992,248,2853,1158,360,93,629,510
Nagpur,Central India,2018,18659627,3228.15,660,73.31,10.03,78.66,10.16,9.01,3.9,-1.73,25.11,74.89,63.16,36.84,17.96,9.22,10.32,7.59,5.56,5.33,8.12,7.8,17.96,13.13,8.67,7.06,5.23,21.1458,79.0882,792,196,2401,732,684,140,275,736
Nagpur,Central India,2019,16496640,2497.45,449,83.74,6.28,61.97,6.06,5.66,4.52,21.79,21.26,78.74,65.41,34.59,14.12,6.26,7.2,5.45,2.32,6.19,11.79,10.22,17.49,19.13,5.66,6.6,6.66,21.1458,79.0882,1591,988,2505,693,785,519,282,268
Nagpur,Central India,2020,17322200,1984.85,785,141.36,10.65,64.41,13.25,7.17,3.35,11.82,26.35,73.65,67.26,32.74,27.93,15.46,20.32,16.12,5.11,14.41,22.25,22.28,24.84,24.14,14.16,9.69,9.59,21.1458,79.0882,1848,571,894,1098,331,516,164,391
Nagpur,Central India,2021,3427598,2428.47,665,21.76,11.68,74.54,12.13,6.07,3.97,3.29,32.2,67.8,56.57,43.43,7.84,5.84,0.03,2.44,0.96,1.62,2.77,3.56,3.74,4.29,2.73,1.27,1.78,21.1458,79.0882,1443,211,1597,281,369,503,109,907
Nagpur,Central India,2022,18663815,3385.78,664,133.89,11.14,70.14,11.63,5.98,4.8,7.45,16.26,83.74,64.25,35.75,16.4,21.97,18.17,7.78,8.44,12.26,19.29,18.54,30.83,20.49,12.15,12.19,8.14,21.1458,79.0882,1269,1159,686,1055,546,382,545,418
Nagpur,Central India,2023,24710053,2551.11,265,75.77,6.84,73.88,10.7,7.89,1.35,6.18,27.47,72.53,63.88,36.12,19.86,11.58,8.08,3.05,6.32,6.89,11.86,9.46,16.67,10.82,9.4,6.28,4.39,21.1458,79.0882,652,747,2097,1078,321,556,178,291
Guwahati,East India,2018,23732470,2598.96,426,129.93,7.55,75.17,13.98,9.64,1.89,-0.68,27.05,72.95,57.58,42.42,15.72,24.62,19.87,11.33,6.55,13.12,17.8,19.59,33.42,21.21,7.74,9.07,7.97,26.1445,91.7362,1380,541,2091,1122,151,519,269,166
Guwahati,East India,2019,12837883,3004.76,518,10.7,11.91,61.18,13.08,7.41,3.8,14.53,23.89,76.11,73.11,26.89,2.17,1.43,0.67,0.81,0,0.93,1.1,1.54,2,2.43,0.81,1.13,0.76,26.1445,91.7362,339,1126,1229,211,215,70,91,745
Guwahati,East India,2020,22865257,3038.03,332,50.08,10.07,73.26,5.53,6.63,2.55,12.03,31.8,68.2,73.66,26.34,8.23,5.36,7.39,1.76,4.73,3.68,5.6,10.17,10.41,9.19,4.92,2.92,3.2,26.1445,91.7362,1659,752,739,1486,637,277,682,906
Guwahati,East India,2021,4722988,2049.79,56,147.97,10.54,78.74,10.38,9.89,1.75,-0.76,15.98,84.02,66.27,33.73,19.22,12.08,19.15,5.39,7.69,8.05,19.91,24.25,32.65,29.37,9.73,13.51,10.49,26.1445,91.7362,939,486,640,648,664,425,109,935
Guwahati,East India,2022,16872566,1758.65,415,69.04,6.89,73.02,5.62,5.35,2.92,13.09,31.24,68.76,63.77,36.23,11.17,8.46,5.76,3.38,3.95,7.3,10.01,9.11,13.92,10.56,5.36,6.91,5.87,26.1445,91.7362,472,959,638,1415,640,179,117,326
Guwahati,East India,2023,18130407,1264.45,129,67.3,9.47,73.1,7.94,6.35,4.25,8.36,30.06,69.94,73.34,26.66,7.63,12.39,10.99,6.55,5.77,5.44,6.71,13.56,14.55,12.73,5.11,6.84,2.36,26.1445,91.7362,1870,901,569,961,118,463,651,572
Chennai,South India,2018,22131308,1833.48,767,85.7,6,62.18,12.85,8.69,2.78,13.5,21.8,78.2,65.47,34.53,12.41,10.32,12.38,5.47,8.11,7.48,11,13.24,18.5,13.57,10.73,7.08,4.12,13.0827,80.2707,558,1030,884,1337,491,120,373,514
Chennai,South India,2019,22896548,1366.83,127,68.61,6.88,65.31,11.6,9.84,3.61,9.64,29.18,70.82,74.85,25.15,12.18,7.3,5.35,2.71,6.58,4.7,10.33,11.99,16.31,9.68,5.44,4.18,5.99,13.0827,80.2707,816,784,1129,225,728,453,439,873
Chennai,South India,2020,17102099,1304.85,391,38.33,9.52,68.17,14.41,7.86,3.33,6.23,16,84,59.08,40.92,7.26,4.5,6.15,2.83,2.98,2.29,4.15,7.09,7.47,5.76,4.37,4.07,3.13,13.0827,80.2707,1029,403,2745,707,717,446,259,420
Chennai,South India,2021,17950426,1899.75,357,96.19,5.25,66.79,8.18,8.32,4.68,12.03,21.35,78.65,59.14,40.86,18.78,14.7,6.31,10.64,6.69,6.39,10.37,14.52,25.07,21.08,7.92,6.59,4.26,13.0827,80.2707,822,169,704,261,518,386,191,827
Chennai,South India,2022,6712411,2298.8,437,114.45,10.7,72.72,13.75,5.87,4.18,3.48,24.18,75.82,71.48,28.52,16.8,21.9,15.31,12.06,5.03,8.03,13.51,20.08,25.37,22.91,12.22,8.16,4.17,13.0827,80.2707,1138,677,2249,428,408,554,523,795
Chennai,South India,2023,13828719,1505.69,373,104.21,10.83,72.6,6.72,6.34,3.02,11.32,27.89,72.11,63.41,36.59,18.02,10.69,12.2,10.67,5.46,10.33,11.01,16.29,22.41,17.97,12.48,7.95,5.77,13.0827,80.2707,416,525,1067,806,285,325,100,295
Ahmedabad,West India,2018,17079465,2747.13,245,99.69,10.22,75.74,14.18,5.34,1.21,3.53,32.54,67.46,69.53,30.47,17.14,15.4,10.7,6.95,6.58,9.27,15.16,20.38,17.76,16.77,7.28,7.15,5.91,23.0225,72.5714,483,315,1481,1258,360,62,224,974
Ahmedabad,West India,2019,5995887,1323.76,349,143.68,10.17,64.43,8.11,6.53,3.19,17.74,21.55,78.45,63.34,36.66,26.47,23.39,17.64,12.37,6.88,13.62,16.72,25.46,25.45,25.18,14.34,13.43,9.48,23.0225,72.5714,1439,1010,1304,1090,627,52,578,902
Ahmedabad,West India,2020,18370854,2996.54,237,69.42,9.26,78.31,13.78,7.15,3.42,-2.66,16.92,83.08,59.52,40.48,7.61,13.29,6.65,5.82,3.94,4.41,6.48,9.43,17.24,15.38,5.99,7.3,3.19,23.0225,72.5714,461,766,2210,960,372,273,225,229
Ahmedabad,West India,2021,9126288,2557.03,371,95.84,6.38,64.07,6.21,8.71,4.62,16.39,30.49,69.51,74.44,25.56,22.03,11.35,14.98,7.45,7.31,8.53,16.69,11.53,17.67,22.71,7.33,6.97,4.4,23.0225,72.5714,1902,761,1381,794,259,224,520,803
Ahmedabad,West India,2022,23272099,1827.32,320,64.52,11.85,60.74,7.66,7.18,4.76,19.66,34.92,65.08,64.89,35.11,11.94,15.26,8.07,8.93,5.27,3.85,7.15,10.46,12.85,11.19,7.84,5.99,5.17,23.0225,72.5714,842,652,2535,1248,323,434,500,983
Ahmedabad,West India,2023,17461826,3383.96,106,23.75,8.53,63.4,14.73,6.29,2.66,12.92,20.9,79.1,65.57,34.43,5.1,5.29,1.01,4.17,4.22,2.37,2.1,3.27,5.77,5.29,1.54,1.67,1.74,23.0225,72.5714,1910,1062,1473,1255,355,290,395,321
Bangalore,South India,2018,3728152,2130.64,426,55.23,10.07,68.77,5.3,5.04,2.85,18.04,28.22,71.78,63.94,36.06,6.74,7.89,8.22,3.91,2.84,5.24,7.9,8.24,11.91,11.14,2.94,4.16,3.7,12.9716,77.5946,1560,228,1139,1235,279,596,245,287
Bangalore,South India,2019,18937067,1539.02,119,119.56,5.39,61.35,14.22,5.19,3.69,15.55,28.01,71.99,60.72,39.28,22.62,14.88,12.81,3.58,6.02,6.64,16.38,17.39,24.92,24.06,12.73,9.79,7.64,12.9716,77.5946,1138,734,1954,200,119,63,282,733
Bangalore,South India,2020,4290207,1893.21,684,92.94,8.54,66.12,12.89,8.07,4.51,8.41,29.32,70.68,67.42,32.58,26.09,20.92,5.64,8.36,4.31,7.63,12.3,14.46,21.48,17.67,6.71,5.73,6.97,12.9716,77.5946,1389,837,824,1359,723,244,575,205
Bangalore,South India,2021,8839436,1514.98,590,121.19,7.19,64.76,13.15,8.29,4.61,9.19,31.34,68.66,60.91,39.09,14.71,22.89,11.88,8.25,4.77,7.72,17.26,21.08,22.9,23.64,13.93,10.76,3.91,12.9716,77.5946,1393,545,941,1419,731,446,547,773
Bangalore,South India,2022,20511826,1234.93,601,29.7,7.09,78.74,11.46,9.08,4.06,-3.34,33.45,66.55,69.37,30.63,4.45,6.06,6.99,1.14,5.56,2,2.73,5.77,6.32,5.09,3.11,2.55,2.13,12.9716,77.5946,746,551,1303,332,567,480,464,968
Bangalore,South India,2023,2978135,1224.05,395,105.64,9.5,62.07,14.96,6.48,2.76,13.73,31.37,68.63,60.77,39.23,23.06,12.74,14.46,9.99,4.67,6.26,10.43,20,19.22,22.39,9.98,10.84,6.51,12.9716,77.5946,715,1124,2835,285,722,355,393,844
Jaipur,North India,2018,4524734,1940.84,275,89.78,8.52,65.34,13.26,6.26,3.58,11.56,15.81,84.19,74.3,25.7,9.79,9.59,11.09,6.38,8.36,6.5,8.54,12.58,23.77,19.26,6.93,6.97,5.22,26.9124,75.7873,831,373,725,1403,309,383,334,170
Jaipur,North India,2019,20744315,1884.12,531,143.46,5.35,78.95,6.44,7.92,4.66,2.03,16.27,83.73,74.58,25.42,32.65,15.57,18.18,13.8,10.4,12.8,20.97,16.19,36.17,30.97,11.02,8.07,7.27,26.9124,75.7873,740,667,1587,715,612,459,102,231
Jaipur,North India,2020,22350375,3374.27,488,93.05,5.21,68.81,12.04,8.5,3.68,6.97,17.11,82.89,67.52,32.48,16.45,16.08,8.08,7.12,9.17,6.9,10.86,15.96,23.56,18.81,6.96,6.37,3.63,26.9124,75.7873,1037,783,1466,374,157,52,418,582
Jaipur,North India,2021,16512329,1347.56,691,128.17,11.99,76.34,8.72,7.02,3.45,4.47,23.84,76.16,55.03,44.97,20.59,17.62,9.66,2.92,6.14,7.71,20.08,15.23,26.37,21.11,18.08,13.94,5.65,26.9124,75.7873,763,385,1059,962,192,501,572,561
Jaipur,North India,2022,22156797,3142.97,475,89.62,6.35,72.65,12.82,6.86,3.74,3.93,18.3,81.7,58.58,41.42,8.22,15.01,6.4,8.44,7.34,7.71,9.07,11.23,22.62,19.46,9.89,5.23,4.41,26.9124,75.7873,695,265,1213,1244,320,544,590,390
Jaipur,North India,2023,21871193,3312.28,701,61.92,10.67,68.07,12.22,7.04,2.48,10.19,24.56,75.44,72.69,27.31,9.12,5.01,9.11,1.54,2.33,5.31,6.22,8.89,12.4,14.46,4.42,5.73,4.5,26.9124,75.7873,1010,375,997,1196,331,466,445,696
Panaji,West India,2018,7133206,2216.48,522,24.27,7.5,79.84,12.38,8.73,1.43,-2.38,32.85,67.15,72.48,27.52,1.48,5.78,5.17,3.05,2.99,2.08,4.29,3.43,6.33,3.76,1.68,1.6,1.09,15.4909,73.8278,1874,379,2607,1328,463,440,451,463
Panaji,West India,2019,11597756,1559.56,772,91.46,8.21,79.94,7.12,8.11,3.66,1.17,24.55,75.45,61.18,38.82,15.96,16.26,12.11,11.07,6.05,5.64,9.26,16.75,19.75,16.99,11.46,7.58,4.03,15.4909,73.8278,1980,331,756,777,714,422,678,302
Panaji,West India,2020,7652191,1526.85,201,122.05,5.71,61.43,12.87,5.72,3.47,16.51,23.7,76.3,55.96,44.04,23.32,16.51,17.33,11.78,3.59,8.4,16.35,17.21,23.08,24.09,9.13,14.92,8.87,15.4909,73.8278,1880,359,1076,248,661,101,298,622
Panaji,West India,2021,18957108,1689.66,134,83.28,10.34,73.31,5.79,9.64,3.29,7.97,29.45,70.55,66.15,33.85,17.42,18.95,8.25,3.27,6.47,5.17,13.12,11.07,16.15,17.24,9.58,5.8,5.15,15.4909,73.8278,694,245,2786,727,473,425,554,963
Panaji,West India,2022,13530090,3250.82,679,61.96,11.14,74.31,14.56,9.94,1.23,-0.04,23.47,76.53,58.03,41.97,10.73,12.09,4.98,5.13,6.73,5.98,6.07,11.37,13.03,11.18,4.05,5.29,5,15.4909,73.8278,625,1043,537,344,721,444,502,129
Panaji,West India,2023,5973925,1849.28,316,142.88,7.66,79.94,13.94,6.87,1.89,-2.64,34.45,65.55,56.27,43.73,30.07,21.53,19.4,12.44,13.27,14.65,18.8,17.79,26.16,32.5,13.88,9.41,9.68,15.4909,73.8278,1414,905,2572,961,555,191,435,613
Kolkata,East India,2018,22889993,2361.42,744,62.87,8.01,75.39,5.02,9.18,2.85,7.56,18.5,81.5,73.94,26.06,7.39,13.91,3.2,3.55,5.94,4.73,9.82,11.86,12.56,10.46,3.94,5.46,4.03,22.5726,88.3639,1049,564,909,1298,187,135,539,353
Kolkata,East India,2019,18994788,1736.9,126,94.76,6.58,78.5,11.1,7.12,1.36,1.92,26.35,73.65,65.9,34.1,21.22,16.08,6.32,9.29,7.46,5.61,8.57,15.51,19.42,21.98,8.17,8.77,6.73,22.5726,88.3639,1393,543,960,1128,119,513,582,417
Kolkata,East India,2020,17556657,2176.11,122,25.42,7.59,66.4,8.07,8.14,2.69,14.7,15.39,84.61,55.32,44.68,5.47,5.29,0.4,4.4,0,2.01,2.89,4.24,7,4.59,1.88,1.51,1.3,22.5726,88.3639,1489,845,1940,993,113,95,106,363
Kolkata,East India,2021,12341167,2672.91,278,105.01,5.87,60.44,13.3,7.34,3.79,15.13,21.09,78.91,60.04,39.96,23.03,14.18,6.21,5.76,7.21,8.57,18.41,16.99,21.53,18.98,8.61,7.68,4.25,22.5726,88.3639,941,993,2904,518,232,287,302,628
Kolkata,East India,2022,18807760,2718.47,542,74.02,6.23,62.9,6.23,6.96,1.68,22.23,25.24,74.76,72.5,27.5,8.61,13.87,9.61,5.03,3.66,6.33,8.03,13.29,16.93,14.04,5.42,6.83,3.16,22.5726,88.3639,513,753,882,1310,133,59,227,470
Kolkata,East India,2023,22161405,2526.69,184,68.73,5.93,66.21,6.83,8.7,1,17.26,23.74,76.26,74.1,25.9,11.68,15.29,7.48,3.11,5.7,7.82,6.76,9.03,13.9,14.27,7.29,4.6,5.04,22.5726,88.3639,1924,731,2332,897,307,579,503,386
Madurai,South India,2018,2982411,2092.45,203,18.4,6.69,67.77,8.85,8.79,2.95,11.64,24.08,75.92,73.39,26.61,3.52,5.96,5.79,0.85,0.87,1.29,2.42,3.33,3.87,3.11,1.74,1.43,1.2,9.9252,78.1198,1658,282,1068,1046,298,227,430,749
Madurai,South India,2019,9361271,2785.97,520,88.03,6.47,76.65,5.17,9.63,3.13,5.42,15.35,84.65,59.81,40.19,15.71,12.43,14.27,7.41,4.86,4.91,12.03,16.24,17.5,17.03,8.1,6.63,5.59,9.9252,78.1198,668,940,1571,982,691,55,265,775
Madurai,South India,2020,16894957,3278.33,419,137.12,8.07,69.61,7.49,5.74,4.19,12.97,21.22,78.78,58.05,41.95,35.37,10.81,7.7,8.31,12.36,13.7,14.57,23.45,33.52,20.15,12.89,9.11,9.72,9.9252,78.1198,1907,798,932,241,682,356,494,320
Madurai,South India,2021,6339979,1225.53,734,148.78,11.82,79.52,8.97,6.48,2.75,2.28,25.41,74.59,70.29,29.71,28.81,14.71,20.46,9.71,10.95,16.72,14.99,19.41,37.87,28.25,11.34,13.51,6.68,9.9252,78.1198,348,370,555,1316,254,597,508,358
Madurai,South India,2022,23102594,1870.54,691,46.97,8.71,71.57,6.15,7.6,2.46,12.22,15.86,84.14,61.7,38.3,12.73,10.61,6.41,6.27,3.79,3.34,4.27,8.08,11.46,8.1,4.54,4.63,2.55,9.9252,78.1198,1375,1125,2815,728,689,376,120,453
Madurai,South India,2023,2758109,3132.95,163,119.86,6.44,78.47,7.63,5.04,3.12,5.74,22.83,77.17,59.07,40.93,23.09,16.7,13.91,8.39,3.06,11.95,13.11,18.25,23.86,25.05,12.59,8.41,6.64,9.9252,78.1198,1612,937,2616,1488,177,405,472,534
Kolkata,East India,2018,24064596,3057.75,114,124.79,7.26,76.24,8.7,8.07,3.58,3.41,24.15,75.85,64.72,35.28,25.03,12.13,10.67,7.77,8.52,7.25,15.44,23.15,33.03,20.31,11.89,7.28,6.44,22.5726,88.3639,1949,840,2251,491,271,444,158,603
Kolkata,East India,2019,15282503,1585.39,725,68.47,11.68,71.85,6.19,9.8,1.63,10.53,18.76,81.24,61.05,38.95,15.92,6.69,5.17,3.55,2.19,5.58,8.81,10.92,14.57,10.2,6.96,6.18,5.25,22.5726,88.3639,1562,188,2547,1168,388,349,623,556
Kolkata,East India,2020,7248138,3186.39,506,55.76,10.59,74.13,5.4,7.73,3.49,9.25,17.71,82.29,61.23,38.77,7.81,6.36,7.09,3.44,4.32,5.21,8.57,7.2,13.95,9.4,4.41,4.78,2.25,22.5726,88.3639,432,839,1401,296,644,575,529,365
Kolkata,East India,2021,20206955,1566.5,571,82.55,5.32,68.45,9.77,7.87,1.74,12.17,29.54,70.46,71.54,28.46,10.41,13.66,15.59,5.25,7,8.13,11.65,12.83,17.85,13.95,7.28,6.68,4.19,22.5726,88.3639,1298,311,2124,1318,519,334,553,977
Kolkata,East India,2022,11018090,1378.57,408,83.72,11.51,78.67,12.3,9.48,2.03,-2.48,15.83,84.17,62.43,37.57,13.29,11.21,10.02,3.42,5.03,6.48,8.87,11.48,19.55,14.6,11.31,6.64,4.78,22.5726,88.3639,1085,310,756,273,106,379,221,127
Kolkata,East India,2023,15343010,1545.27,606,66.41,8.32,62.26,12.63,5.79,3.94,15.38,33.15,66.85,70.65,29.35,12.33,8.75,6.44,4.95,5.97,6.03,8.91,10.2,15.37,13.49,5.55,4.56,2.3,22.5726,88.3639,1489,391,1171,1291,259,99,330,271
Agartala,East India,2018,11666123,3119.14,216,103.82,7.28,60.02,5.78,8.37,2.88,22.95,16.91,83.09,56.94,43.06,18.66,16.48,17.67,8.26,6.25,8.05,14.11,19.61,23.08,17.98,7.55,5.91,7.52,23.8315,91.2868,1697,1116,989,957,339,427,373,511
Agartala,East India,2019,12102193,1665.58,214,100.45,8.43,75.78,12.23,7.36,3.18,1.45,17.44,82.56,74.53,25.47,16.9,14.83,9.53,7.39,7.09,9.22,14.72,13.37,23.33,15.22,9.34,10.95,4.3,23.8315,91.2868,672,1039,2596,1300,522,587,689,330
Agartala,East India,2020,19032136,2480.94,357,125.79,11.32,76.64,5.69,6.72,4.92,6.03,25.33,74.67,64.04,35.96,16.72,16.95,10.28,8.17,5.96,11.74,13.61,22.15,27,20.29,12.5,12.7,5.81,23.8315,91.2868,1801,262,2182,407,635,193,215,486
Agartala,East India,2021,9747764,2282.69,670,88.04,11.73,60.6,14.66,8.74,2.94,13.06,34.8,65.2,59.12,40.88,10.96,12.34,11.54,8.02,5.14,8.22,12.7,15.35,15.97,17.46,8.65,6.43,3.26,23.8315,91.2868,778,1163,815,1444,169,109,563,789
Agartala,East India,2022,24006875,1329.24,169,31.59,6.29,75.07,14.24,6.15,4.14,0.4,23.86,76.14,61.1,38.9,3.55,4.38,4.04,4.15,3.89,3.07,4.1,3.98,7.77,6.15,2.48,2.91,1.13,23.8315,91.2868,1131,467,2960,1485,315,124,391,689
Agartala,East India,2023,2463002,2966.36,457,43.14,6.06,71.43,10.51,8.29,1.88,7.89,29.07,70.93,63.58,36.42,4.12,8.84,5.68,3.46,2.59,2.8,6.19,6.6,9.41,7.91,4.97,3.06,2.21,23.8315,91.2868,949,172,933,609,203,52,634,205
Shimla,North India,2018,11241178,1943.83,479,32.19,7.18,64.65,14.6,5.9,1.64,13.21,23.97,76.03,55.44,44.56,7.45,3.62,3.67,4.88,1.44,1.96,5.01,5.48,5.81,8.1,1.9,2.26,1.66,31.1048,77.1734,1914,973,1525,530,153,497,125,174
Shimla,North India,2019,10209848,2600.93,56,149.75,11.63,70.98,8.47,7.49,4.54,8.52,24.38,75.62,63.78,36.22,20.07,15.65,17.25,12.57,11.39,15.63,18.4,16.79,34.37,34.04,9.28,11.74,9.49,31.1048,77.1734,981,850,2475,543,429,324,315,832
Shimla,North India,2020,17662805,2639.21,347,10.81,8.89,63,7.81,6.53,1.41,21.25,33.55,66.45,66.6,33.4,0,3.55,0.92,3.66,0.93,1.24,1.34,2.05,2.11,1.74,1.03,0.71,0.59,31.1048,77.1734,1958,1168,2479,1188,302,579,127,753
Shimla,North India,2021,5632047,1778.55,101,67.82,8.44,66.86,10.84,5.37,2.15,14.78,30.51,69.49,70.9,29.1,15.92,10.54,8.22,7.56,4.19,5.12,8.45,11.92,14.81,11.8,7.89,3.39,4.43,31.1048,77.1734,987,277,1889,970,387,264,277,565
Shimla,North India,2022,22544725,2177.87,258,117.05,11.45,74.08,9.18,9.22,2.79,4.73,33.02,66.98,72.77,27.23,16.04,19.89,10.65,10.72,3.63,11.89,17.77,15.51,27.17,21.41,12.03,7.65,3.62,31.1048,77.1734,1623,1025,919,273,144,534,163,739
Shimla,North India,2023,9788777,1899.12,421,98.24,5.51,72.23,14.23,7.01,3.45,3.08,27.94,72.06,55.29,44.71,24.77,10.81,9.61,11.17,8.83,7.79,9.51,12.51,22.65,19.76,9.24,9.78,6.99,31.1048,77.1734,381,307,2096,453,297,378,622,423
Lucknow,North India,2018,1143842,1697.14,320,79.08,11.65,67.77,11.18,5.49,2.76,12.8,24.74,75.26,69.51,30.49,15.9,13.16,10.9,4.37,3.79,4.2,8.11,15.02,20.41,12.55,7.45,7.43,3.9,26.8467,80.9462,386,976,2084,1158,315,304,240,251
Lucknow,North India,2019,24861071,3103.28,228,76.41,5.15,75.52,10.54,9.38,3.61,0.95,19.04,80.96,70.62,29.38,7.21,9.82,4.94,7.38,4.75,6.73,8.96,10.38,17.05,15.44,7.25,4.64,5.95,26.8467,80.9462,524,1001,1343,1019,580,436,507,540
Lucknow,North India,2020,22023578,1531.61,455,84.55,7.57,77.9,10.02,7.92,4.7,-0.54,17.51,82.49,59.9,40.1,14.27,12.13,14.44,9.64,6.87,9.26,12.6,11.16,23.06,12.48,5.84,6.87,3.27,26.8467,80.9462,315,661,1967,1185,408,175,150,504
Lucknow,North India,2021,24469276,2642.17,596,80.07,11.15,67.51,12.84,5.37,4.77,9.51,21.92,78.08,74.61,25.39,17.18,10.06,6.72,5.17,2.47,4.81,7.07,14.53,16.55,16.69,8.42,6.16,5.82,26.8467,80.9462,1121,194,933,531,534,599,599,317
Lucknow,North India,2022,5517397,2865.94,773,56.2,8.96,63.67,12.15,6.65,1.92,15.61,25.78,74.22,55.32,44.68,11.09,9.47,3.92,4.76,3.03,5.28,8.51,10,9.96,8.88,4.62,4.46,4.49,26.8467,80.9462,1681,368,2078,946,431,373,131,166
Lucknow,North India,2023,19712069,3296.2,341,125.44,11.69,79.14,7.07,7.83,1.53,4.43,30.37,69.63,59.36,40.64,25.65,21.25,18.51,12.5,4.22,7.97,17.61,18.84,33.66,17.92,10.37,8.52,10.54,26.8467,80.9462,462,592,2604,1035,795,253,124,859
Agartala,East India,2018,20827627,2977.8,393,62.72,5.05,69.07,12.4,5.12,2.91,10.5,19.7,80.3,59.37,40.63,14.17,6.44,8.27,8.12,1.36,5.65,7.06,11.37,14.63,10.88,4.8,5.02,3.31,23.8315,91.2868,1933,464,1463,654,126,221,372,876
